borrower_id,role_profile
9a700496-5e7b-48ce-b841-48b29163d1ad,borrower
7c8cfab8-5403-452f-b5e4-6c476b91c31f,co-borrower
8581d464-74f5-407b-b478-33d15a73f124,borrower
42163628-b7ea-48c4-baa7-6825b18c896d,co-borrower
7b768bfe-cb7f-40ec-bcd5-8965fa787b7c,co-borrower
6a536784-0860-437b-862e-7c17ccd266d9,borrower
82acc526-b596-41e1-8172-93b43dead3f9,co-borrower
4522d9b8-7874-4bbc-997d-f9e15c84e042,co-borrower
e5a0f222-a51f-4df1-9dc2-2d609891f922,borrower
4e84820d-e533-4e9e-90c1-11283b0f0a34,borrower
69847d09-4469-44a2-8242-00de2bb5ec2d,co-borrower
b44e3886-c548-4a8a-9e5b-1852aa66c559,borrower
ca008dc7-1460-46be-bb4a-65252576d9f5,co-borrower
645b7edd-b4d5-4984-98b5-3ffda82482f6,borrower
aa0e4760-e9e5-4715-b44b-caf60b6c7266,borrower
459ecc3b-0efe-481c-88d4-85b3ae5c3e12,co-borrower
676bb0d5-9b80-4336-b4b5-dfed37d7e2b9,borrower
d746e45e-ccf2-4bdb-ac6d-2c9539596bac,borrower
b8e572d3-f36d-4112-bf67-fed6a9543c85,co-borrower
3e6e76f4-0d45-4a11-b975-c5ff12f70a86,co-borrower
a0bb8137-5161-472a-b946-98c74d81cde4,borrower
f093b937-c194-4101-b078-f39053b0b4c4,borrower
f8428d20-ce84-457c-9fd0-968bf86720a4,borrower
a8a46f8f-cc71-4c0f-8a1b-19a6209ef547,borrower
1a87e98b-1ccc-4a3e-998a-353b6735c6d6,co-borrower
e4d90552-8013-493d-9f4e-23085c55e9aa,co-borrower
b49572e7-be0b-48b7-abf9-ae1b748edc06,borrower
eb888c2a-b24b-48db-91a5-2ea880bc3402,borrower
4b27c5e6-175f-495e-a102-0839d0c53bd6,co-borrower
defa93e8-9389-45fc-9e3f-b52216993f57,co-borrower
dbf3cc6d-79fa-4482-95ac-59c316865fec,borrower
6529dac6-ee43-414c-9ef4-54a48f9187f8,borrower
8862116e-910b-4e77-b2a3-128f1e4fa5f8,co-borrower
343a2edc-7932-4598-8e35-a93b85c5f137,borrower
9a8e3d71-e16a-479e-9b09-b5a81c97fb4f,co-borrower
11bb1713-6b98-4f24-ad46-20bf5a197908,co-borrower
0c57d6c9-5cda-4494-86d5-b41763d21d5d,co-borrower
96505958-96cf-4e46-b324-f63dd9ba057f,borrower
d4f327ae-7131-42b1-8bae-6d33dfb5725f,borrower
a7d69153-88d0-4fa6-b8ab-df1168d6fefe,borrower
72d1e3ff-b79f-48c1-a983-b053e8e919ed,co-borrower
7e435496-36b4-46a1-9ebf-454c5eeb0c9c,co-borrower
a1c61b2b-4273-4e90-8e35-0f44fe3ba769,borrower
527be0ec-3725-4ddc-a8b3-c6a14911fdea,co-borrower
31e5cb4d-82a4-4bef-b067-908bb1ba0f86,borrower
24587179-d056-4a72-b5d2-916d1ce768c9,borrower
54e0d5d4-7b2b-4c78-926e-fe6238ca3f02,co-borrower
0df8f873-1b7f-459a-8c84-6ffd07055272,borrower
3f68c450-ba2a-4862-9c61-a58b75cafad8,co-borrower
4d4fe0a0-4bbe-4718-aa99-3379984723a8,borrower
257a55d9-989a-4747-9579-468b6976794c,co-borrower
39b7280e-e0c8-4e3f-ab79-fc8b0f6778df,borrower
3569407c-3e85-40e0-93b7-0af35d7fd2f1,borrower
bb823223-0a4c-42a4-92e2-179f28ea0602,co-borrower
329726bb-7fc5-472c-a4a9-5274fdc0bd0b,borrower
b14bc6b3-587d-4743-8f66-664b109154c8,borrower
e2f9ca92-8e8d-4f0e-9a45-9e13664f3c8a,borrower
aab89039-6e83-4549-bcab-7fe285c5a741,borrower
6f3688fc-49d5-4000-addc-b22a7be288e2,borrower
803050a1-0818-4dee-901c-c38cae14b0fb,borrower
ffe20a2e-b586-4469-bd85-a383e7dbff08,co-borrower
e14dacbf-2ad9-4f3e-ad17-6426c862b513,borrower
74ac564b-1157-45db-ac91-80603c4805c7,borrower
3c915dfa-4fca-4e37-adf4-35e83abbbaf2,co-borrower
c9c6b7eb-b486-466d-b42a-d216fc941ce4,borrower
280f9711-ea68-4009-978a-d841d7e4a200,co-borrower
b4ee16f4-6e34-4987-90cf-15b280faea19,borrower
85373703-d5f0-4f58-974f-575a356680ec,borrower
757f356d-49ec-409e-8991-ccb318fb7a43,borrower
267584e1-dc8b-44d6-984f-d41b7740e1c2,borrower
64b45150-e853-481b-abe6-5555f8c17376,co-borrower
3525d18e-23e1-4e78-bc73-07c2f4a419ce,borrower
60b86bf5-370d-4341-9cac-a986d1ff3509,borrower
7fd09f19-9e48-49af-9fe7-a30ae7a0485f,borrower
6997d4c9-fe4d-4482-add2-e51a4a138641,borrower
7d8bb6fe-585e-437d-8f13-1c017331aa8f,co-borrower
ea1b3c58-ed3e-4a54-b059-a6bb4d59a68b,co-borrower
71cae994-4b2a-4224-b765-910d1f5609cd,co-borrower
4cad27c3-681d-4b61-a8bb-a1bc312f7c78,co-borrower
dafbfe48-c6bc-4e58-bacc-8a6f32e82b22,co-borrower
8dc7f83a-2754-417e-9569-5dd661fe8610,borrower
27f44611-f853-49ea-b0a0-8a7129c2941b,borrower
00215403-d913-4589-ac2d-3ebf9faca058,borrower
ab10c7bf-426b-477e-9019-669811221de5,borrower
56a60de5-fdf5-472d-9255-07c17f32a14a,co-borrower
8c856ed2-f2a7-41f3-a0d4-d7818d50869c,co-borrower
5b0de462-076a-4cfa-b767-23c6a842179e,borrower
21f7bde3-6c74-40b8-86e6-1fadfd00d655,borrower
e02001f7-9785-4b2c-a974-a139ec3b5493,co-borrower
fe2f75cf-58c8-4b5f-8633-ceb06eea2fce,borrower
b7999e53-56a2-43c0-ac7a-2528507e412c,co-borrower
879deeea-10c0-47c7-8ea9-89252c8d1a23,co-borrower
443e1fcd-b33b-4c7b-9541-e1522e425969,co-borrower
dbfd7a6a-c3f0-418e-91b7-f8a2bd5ad4af,co-borrower
4283bc1c-8fa8-4765-9e71-a33e943750ff,borrower
9b41bc25-4861-490e-92a2-2793d338e560,borrower
bf21433f-1227-4761-bb38-63ef63c4db01,co-borrower
20901a6c-3a4e-436e-a0f6-2c4ccc31b040,co-borrower
16e64075-a8fe-4d23-8fd7-f278f3004938,borrower
8bf5b1e7-a96e-4953-b900-665430966ec4,co-borrower
64318d82-d567-4079-ac72-2f6ae9e6e821,borrower
c4259f3c-c120-4b1c-a699-303dc58a52e4,borrower
95907926-ea6c-4d5d-aca8-55998248ffd9,borrower
05cd77c0-5e85-4d61-b6d1-05e1662d1d39,borrower
01b7a0e2-f66d-42e2-a7c2-efe73841fa14,borrower
2df30f70-85e9-4033-94fc-43c51c024058,borrower
1fa00774-1ab1-49f0-b202-e4fbc058dffb,borrower
400bdcaa-a1f9-47c6-9c81-246326300d27,borrower
2e763b6b-817f-41fc-a6ad-fd76d0dea8a7,borrower
68ea5b2a-cad3-4b85-a9d4-7d64ce5bcf7a,co-borrower
c3923bd3-7d7d-491d-a214-0c4ffabb1c89,co-borrower
14420fb6-340e-4b4a-95cf-49fb86c26a69,borrower
0e84f349-78a2-44b8-86fe-57052a40dc40,borrower
9a7c1b69-6fda-40c9-a2d1-7731f8d33ced,borrower
cc4e5e58-38e3-4e86-b704-08cfbadf6e8a,borrower
837dc46c-e551-4004-8189-e04f88555c54,borrower
043863c2-6c1e-4b08-940b-2666d7309bd4,co-borrower
9319de1c-b155-4999-a62d-7425217c25fb,co-borrower
882b2f0f-a6a5-41f4-88d9-033eacd101f3,borrower
7b1d566e-87a1-4cd0-9c71-bb5abf73f038,borrower
db92a9d8-ae11-4b85-ab93-f8c4f7705b47,co-borrower
d03e4c9c-8626-4772-a767-c7bf824473f7,borrower
afb7138a-7352-42db-a46d-951cc5df1077,borrower
9e45d265-6aa8-4fd6-b199-5906c231de9e,borrower
bcb0f8e1-90b0-4a98-9438-7f6926ecba6c,borrower
4e1e9ea4-11a0-4acb-a34d-65a872bb9831,borrower
fbef2125-5d7b-4053-b1a1-71d2bfc1e7a4,borrower
563e8b11-f5c8-472c-8e4d-aab07515f02f,borrower
87d462bc-a9ca-4e6c-b0e8-d29496db86f5,borrower
fac12a97-7ffa-425c-b19d-34f4f0fd00de,borrower
ec7c316b-b06c-44cc-b13f-2e4c42901566,co-borrower
e1fccd49-5f2c-4571-9af3-bdd88b9ddf30,borrower
d7e5b5ad-53a4-4c96-b6e2-013771159a69,co-borrower
be379c02-27c2-4bb8-98e1-7234ecfed91b,borrower
87959eb2-5425-4c46-a15a-d88d0e691ed5,borrower
e2397382-0e3c-4122-94c9-02c11778fe68,co-borrower
43fc3557-9bd8-4464-b045-d6f8359a492a,borrower
8ebd6092-effd-40f6-96ce-3de247e841dd,borrower
04cc1749-fa83-463d-a26b-1343be0694a5,borrower
a6537712-2e12-4db0-8fa7-4f48ba49102f,borrower
874aedf4-034a-45d3-b94f-65b7d83f0277,borrower
f0234cfb-08bb-4792-b6e1-a902554e745b,borrower
ac72cc13-3e0e-4048-b259-bb7e31249358,co-borrower
74d5cd39-5ce7-4fb2-a3f1-d6ac6548940f,borrower
5afe3af4-dadb-447d-8fc7-d920bb4a99fd,co-borrower
eb183436-70a8-45f9-9f4f-95f4b7e1f3fa,co-borrower
41e91720-4ec4-4b20-9a29-8fdc2cbec5e3,co-borrower
88d5d202-c801-422d-bc19-42a706319b4e,co-borrower
ee64b032-0101-46df-96a2-493176d31fbb,co-borrower
bd235ad8-661e-42c6-8f69-0c203455ad47,co-borrower
15625fda-6132-4878-90ca-9a18feddbe39,co-borrower
39c648f8-d73b-43e0-877a-2e1babe9c906,borrower
a08bfb64-9431-46a2-9bd0-fdf319ab7b17,borrower
b40d0b29-b50a-42ff-8e1c-0cb28b2081e6,co-borrower
569d3c59-ad59-4ca6-a5e4-a7722bebfa10,co-borrower
f5c05768-fd19-4e4d-8634-70187be89b18,borrower
c0471a41-cfee-4c9e-9528-d45fab8e1c0c,co-borrower
99c23c0d-197b-48d3-a06c-ba037811674e,borrower
d399e0ff-10c3-42aa-b942-b7a31122b2c7,borrower
7eeefa3b-cd0f-4c3e-8835-9a6b251ce817,borrower
41853f0e-148e-4ed6-8246-eab1b24bd3ca,co-borrower
1c20ddf8-640d-4a36-81bf-a8964f71a5c5,borrower
dbb5fda7-fcb0-45e3-b50f-28714f7a4678,co-borrower
b1607c9b-c030-4247-bbc3-25a848f3b664,co-borrower
b1dd431a-0f0e-4295-aa5d-abcfa42743c2,borrower
319dd887-b0c0-4e55-8c87-a97d7480dac1,co-borrower
3dc4fce2-2c56-4887-86b0-46f059238f60,co-borrower
cca328f6-328f-4340-89ba-91d78287d5c9,borrower
82fd1cab-eee9-46fd-b0a5-bec8f3927e23,borrower
5f61e806-73a4-48d5-860e-3edf18522384,co-borrower
403a0473-43be-4a3e-8055-109c859e9048,borrower
f27b0189-898e-489d-8a75-41adc62cc83d,borrower
1066612b-bfa8-4542-8327-27b23f81f484,borrower
1a082957-9f48-4ca4-b3b6-a519a39e400b,co-borrower
15c06e30-bf7e-4c21-a816-c18a460c040c,co-borrower
190844e4-a49f-452a-97ba-fbd850bdd9c0,co-borrower
ac2aca57-8879-4b5b-8a46-cc78e4e9441a,borrower
f3ee6773-d4dc-4fd6-a58d-9bae82be126d,borrower
82ebc942-13e5-453c-8bbe-17ce123724fc,borrower
9d642b5c-5709-49df-b9af-ddaf28df699f,borrower
ab4fafd0-51e2-4377-a7ac-c829cd4ae089,borrower
2d7ed354-4970-42b9-bf8c-74a60d3fb299,borrower
53e9fc9d-ceb6-402d-ae29-5d2723ae3d64,borrower
76bc6c68-a414-4abc-a148-6f1852c220a0,borrower
b0aab3bb-d61d-4956-83ad-35fada7e2b47,co-borrower
79997d63-0f40-4aef-9220-1bc0c0362e50,co-borrower
3ee80ce2-05f5-4594-b339-a9590a0d53fe,co-borrower
8f1d2b7f-680e-44b5-be13-71dbf3a76d39,co-borrower
f84bd458-c046-491c-bb28-0c53dbac8002,borrower
3900cc12-5ea2-4a57-8ee0-20c9e02b963b,co-borrower
5e3c7c1b-c417-4d7c-9561-bd6d22198463,borrower
077a8f4f-d5fa-487c-9fb9-ed3651db1b62,co-borrower
7887884b-ccff-46b5-bf46-e1751c692e57,borrower
940018d5-84b7-485d-9d0c-421145954e55,borrower
80cd7934-f221-4a1a-af39-e405858ce5e6,borrower
d15fc78e-1344-4b16-9db0-17de056e97e8,co-borrower
5844b179-23d5-48e9-a450-f39d7de857c7,borrower
c69e40aa-4255-4c18-b76d-f056dabe056d,borrower
e3eac5a0-6126-4bfc-a73c-9cdb52df6c9d,borrower
c785d54a-25f6-4b56-b7d2-c9815a5e0675,co-borrower
5ae25c48-f833-460f-bc65-72c716ab16d8,borrower
a6e6292d-6bd9-48f3-852b-9578ca5112f5,co-borrower
44d56f56-1f04-4054-b1f2-72f6d7b84549,borrower
b9f9d551-3b27-4ca8-92e5-fa8da28b463d,borrower
b0464bad-8be9-4bce-9e36-dd415443e52d,co-borrower
97726e2d-8933-49ea-87a9-5d2f3fd8ff33,co-borrower
99b15ecc-8ad6-4a95-b315-d953313a17cb,borrower
e5edd974-3337-48d8-a06b-e22177e27252,co-borrower
27a511ec-34a9-4620-8d4a-e90c885a7df6,borrower
778b9089-0c72-456f-8781-872f884eca25,co-borrower
2925a49f-5a9d-421a-8041-49e1aa02c3dd,borrower
6251fc52-4642-48f3-beb1-d0aadb7008a7,co-borrower
00bf248f-a88e-4e95-a752-21a43f4c4b88,borrower
b88a499c-5756-44ce-9906-98b86b21e40b,co-borrower
4acef983-66cb-476a-b999-3cbfc3d41c43,borrower
5a24f1e9-12e6-4a44-b97f-31ecb647dd05,borrower
fb61e193-dfd8-46fc-a225-fc347e980ba0,co-borrower
d8e0b9bb-ea3c-40ba-9889-4db9d97718f7,borrower
b1ba507b-4dfd-451a-ac0e-2ed77402c936,co-borrower
c4bdd6a3-11c8-4059-899b-73be675f1d33,co-borrower
3ecfd5f0-09ae-4a8a-a9e0-1a5677420f75,co-borrower
266b9cc9-c5e3-4f67-95d2-2288af4d3828,borrower
6c422ca8-b900-48c7-9843-414528f5a3aa,borrower
00110466-cc43-45a7-a6ac-e033e3c3d4a2,borrower
3d542c4e-234b-4a0e-abed-c0d696dd0dab,borrower
ca3a92a4-66a9-4a7a-a8a3-5701ccb31d99,co-borrower
3800f3b5-18f0-43af-8b9c-3fe84215697e,borrower
83fd1c37-c82f-4bbd-97b6-2104b4fc4ca2,co-borrower
fb651bbf-645e-44cc-af95-23df44c1e8ca,borrower
082795d1-47a2-488f-acbc-78cfb267c758,co-borrower
930745de-a798-4511-86a3-1e1c0c547031,co-borrower
aeeda0ed-165e-4a20-88de-4016d01c5462,co-borrower
79dd0e1a-c28f-420e-a61f-bf76a2d6fbda,borrower
c8740544-7065-446c-971c-f1873808a4bf,co-borrower
1f4747ab-56a6-4982-a45b-97112f92c593,borrower
4c5c9f65-e97e-45e8-b874-a27cc29553a8,borrower
b0990f3c-debd-4190-813a-c895ad7f6216,co-borrower
cb73489b-b5c3-4e2d-9fd9-c549b1df26b0,co-borrower
6d30bca3-3ecf-4aad-b3bc-3b305274ea44,borrower
430b6fe5-7cbc-4190-9d29-285d8abab7e1,co-borrower
4129865c-66db-4676-966f-ebd5300a7309,borrower
23b9a6fb-c0bc-4021-a209-64dad30dd644,co-borrower
dbc372d5-12b7-4a98-a2b9-6efcd24a7599,borrower
50177046-99a6-418a-adc0-1d6933981a9c,co-borrower
37c6e0aa-b1f7-4c29-a8aa-c6b9de66cf40,co-borrower
f8840d6f-4dc0-4d8e-9456-1b12e7b1b94b,borrower
e80f03e7-6a54-4e64-8813-4ae7a31fbb90,borrower
59677334-3daa-4cc6-b748-1af811fb8bb8,borrower
eb0a4819-1744-4b61-b7b8-8fd56439fc6d,borrower
abb21690-0b0d-4ae2-8d1a-cb165e835aae,borrower
8100a407-cdef-4cd6-a248-3c1e2549cb57,borrower
a724dd49-1c4b-4032-9ef9-7bfd7944368e,borrower
9adacc6d-9497-4d7c-a121-4a06e3ede178,co-borrower
521cf057-9e30-49a0-98cf-b28701df5b14,co-borrower
fe6f4975-8874-4745-9cc9-c12395c7407f,borrower
b3bbef2a-94b8-407f-b50b-fd1d23832fa1,borrower
53f479f3-2557-4fac-8e7d-8c5385f6ebe0,borrower
2fe10e25-9c76-4d33-9d4f-773f1d45a3db,co-borrower
905befa8-266f-45f2-8891-c1678d4c0200,co-borrower
e5290819-78a5-46c9-91d1-d7235ae911ae,co-borrower
923aa0f9-2e33-424f-8ccf-94973381ceaa,borrower
49a780ca-ce9d-4d74-8838-c0bb97eb82db,borrower
8aeffbe6-f924-4825-9b04-bda1459807ac,borrower
dd112a1a-0f94-49da-b7e8-7d7dca20dc0c,co-borrower
8624ae58-56cd-45f0-a951-29468584a536,co-borrower
ecda83c6-43ce-417f-8c51-e98fecadb92e,borrower
678b4f5b-fc06-47a7-a6da-d157c4131bba,borrower
6e3d92ca-9a2e-42d1-9b36-fa210525f259,co-borrower
af6027c5-7498-4382-a819-1cc2b2376fe8,borrower
537a4de3-99a7-497f-97ec-c820b1471a7f,borrower
dde952a3-efec-4279-b43f-1f853c0a56fb,borrower
6495e525-aa46-489c-b1fe-b0599db70d61,co-borrower
fdc0c8e8-3746-4c61-ae73-296ca654ae7c,co-borrower
968693b1-841b-4734-857c-76340304ee42,co-borrower
03d3d377-c25a-4abe-a637-a3bb0ec589a7,borrower
6633ec3c-0f12-4a5b-8b55-6410d21f4ae2,co-borrower
0f85936d-0047-4a55-83b3-698442045f63,co-borrower
4788bf87-e672-4410-87d8-2e8ba1fac273,borrower
419f9961-b2a1-481f-a8d4-c7f3c745a007,borrower
3c4173e5-c9b9-48ef-a786-1221ad0dfd81,borrower
c1c12a90-3c6d-45eb-a0ef-41a85356d4bc,co-borrower
7b799457-dcbe-4000-b9ef-3f85d0174a91,borrower
5908233a-aed9-4597-b3f5-d4ece2c47d5e,borrower
6186026e-d09d-49ee-a3f2-4541a6cf2615,co-borrower
477b9afd-0f44-40af-b27b-8ff7c347c4f9,co-borrower
c213f5ab-29d4-4967-a1ed-d1a92ac350f8,co-borrower
780dbe66-ef27-40f0-b79a-371180acc762,co-borrower
b0f9fc81-3569-4515-998c-4592c9f27eec,borrower
d827425b-df1b-4785-8fe2-f51bffe93f84,borrower
727e3cfb-1eb7-4a36-8ab7-a508ef17f18e,co-borrower
98ec42c1-4526-4794-8de1-43bbd24505c5,co-borrower
4b59a937-3509-4894-9f10-0a1bc7622ce2,borrower
a863245f-8ada-4a81-8a0b-c2104e34ce32,borrower
a077c26c-90bf-4013-a804-9580f03a3279,borrower
72267ae2-7be2-43e1-b894-432bd256ed46,co-borrower
212f267c-d9e3-42d1-a1e3-8577da2a4f07,borrower
d27c9fc4-6d10-4420-b692-34576bb91146,co-borrower
fcfb1a67-3bc2-41b2-9fd1-98cc05ddd592,borrower
ae650179-592d-4e42-adc4-ae78380e5fea,co-borrower
d5dd7891-c38c-4ad8-be1d-1359b16b2caa,co-borrower
2e3cbc8d-593d-400e-b665-7f8a7f38dc40,borrower
244017ea-b842-495f-bf21-247f57f17316,borrower
dc217cd5-d05c-4638-b5e6-918aa51b5c89,co-borrower
a7b242a5-365e-4126-b32e-934b88058e37,co-borrower
0fddbfe3-c0bf-478c-924f-9fe079068243,borrower
50f97422-901e-4d2f-841d-29a69b213696,co-borrower
5eeafcdf-d8b7-4d41-a5f0-04d880dc3973,co-borrower
467a7f9c-5e57-4c9c-8b3d-8f4cd7be3c59,borrower
7547af7f-80fe-4c5b-b3f8-21a4f4487200,co-borrower
217f6d40-7c41-4761-8c00-00085b47f651,co-borrower
b191c273-1d0c-4adf-9e22-b84e72762025,borrower
48e0648d-48d1-49ad-9e1f-7f7989bd71f2,borrower
37121101-8ca7-48c4-85e3-b34cce7af72a,borrower
0fa06c3e-9c9f-4a93-9ecc-b287e123b78a,borrower
8bb6c3a3-02dd-4b9a-90b4-7fd18ede6412,borrower
a25a56d0-8dce-437c-a874-776ba76c7a8e,borrower
27b57ea8-56d5-4615-a6d4-e62da74e48e3,co-borrower
d2c5f1bf-1332-4f21-a91e-8e8cf39c53c4,co-borrower
b9643112-4ac1-4cd6-b423-cadeb66be300,borrower
ea12da76-45e9-491d-a47e-f0a7a47c25f8,borrower
db7e1ab8-dcc3-4409-bf6d-3d2291702635,borrower
679750db-d441-4265-ab0b-6920c1647571,borrower
5ec05f79-4f94-4bc0-a31a-30f62c4203c1,co-borrower
b812ed8d-e1d6-4c62-bf21-526c90b32ebf,co-borrower
432e5bfa-9d00-44fc-9369-742213e8e88b,co-borrower
531aeff7-d018-4e32-91fc-cc5d4dafea24,borrower
1439f63e-a185-44ab-a7a6-ffbe15ced758,co-borrower
574a8a50-4967-4672-99be-72c96486ced1,borrower
ed32a039-f815-482a-b926-874206506cb6,co-borrower
51bc2743-4019-4f3a-a27b-6abbd5c885d2,co-borrower
b45269b4-4629-4a5c-82a6-89f50f654093,co-borrower
2868aca8-4424-448e-98d3-d4ea384e2a9f,co-borrower
574883ca-8420-4ad3-8248-2a0ed298437a,co-borrower
9d473f60-9a7a-424a-b427-02a489b7bf9d,borrower
81bdba7e-56fd-45a0-ac0f-364bdcada7fb,borrower
585b6402-6fa7-422c-a413-183f7c37840c,borrower
ef53e99b-50d3-4761-9aec-d2737dd6d46c,co-borrower
ee6bc94d-0436-41ed-81d4-5a4c0db21d5c,co-borrower
f474dcc7-0ab5-4e02-ab7e-1cea7957dcb4,co-borrower
73e47055-2c42-4479-9d1f-59de89d73028,borrower
bf6c89c2-736f-4ff2-b164-71b477dbdc3e,co-borrower
b12df520-ae46-4430-be1e-b84707b48688,co-borrower
48d334c3-65f1-48bb-bccc-c31d4651dcc9,borrower
4025ed9b-29a8-4436-8c24-47959c5d4e3a,co-borrower
d0770e46-ecb6-41d7-9214-4106b7618e72,co-borrower
56282c24-19e9-44dd-866a-a0adab3f9284,co-borrower
5adfefe0-b196-4858-82b9-3f826b9da5b5,co-borrower
3bfe4555-3cfa-4cef-a8ef-72c8263eee94,co-borrower
47553d5c-a29d-48cb-b006-09c257579cef,borrower
1792f436-e7b3-494b-8a15-67ec3eb64813,co-borrower
c169697c-8697-42f9-a643-e24d6ab996ab,co-borrower
e77b0787-09a1-4847-9625-9f648551547a,borrower
ef7f00cd-c913-458c-80d9-d128f30cf1ce,borrower
c36e70d4-c7c2-483c-a456-95520264a2e7,co-borrower
132a8024-45f2-4a40-b4cb-9fdd7e7696e5,borrower
a7349e13-3d5c-4df1-a64a-eae28aec9a90,co-borrower
e0230fbc-feb7-42ba-a724-977eb9a592b0,borrower
fb7166ab-d1f9-4f1a-a314-42a9060c674e,co-borrower
8ef00108-38bb-4d8d-833e-dd648d18fcf2,borrower
c80ab05e-e3d6-4998-b212-cd97e784fffc,borrower
5c167176-c479-49aa-9557-d5f4de6eba23,co-borrower
03ffeb9b-100b-476b-b694-0b8fbeecd890,co-borrower
5df28efa-c29d-49af-8c13-5696c9166b14,co-borrower
0a8e10cd-cb6f-44b9-80b3-59e31545f9b1,borrower
8db96f00-930c-455d-93a6-79bfd874f89a,borrower
29ff50b1-b7be-4c77-bf60-5f3fef6ef6e2,co-borrower
4e02660d-7de7-43f4-8560-38280bbc9cc0,borrower
b03858ca-846a-45c0-80d6-2bc2a05e5386,borrower
33fd11bd-5452-4920-ae9e-3f7f69ed7618,borrower
2e8e0e2a-a278-4786-a1c0-6a3b1b47bf48,borrower
f4537b90-f4fe-4682-bae3-457c97a34f26,co-borrower
e8a49fc0-e8d6-4d5f-ae1a-11fc3eb1a20f,borrower
eda210a0-0974-4d42-928d-1c2902deb0f5,co-borrower
84d4df1c-2e49-41dc-b2bc-5d55fd9f0887,borrower
2d769b4d-1bbd-48b3-bf78-6df054267877,co-borrower
ba96a1bb-e62b-4509-aef1-01abdececc3b,borrower
d74470c5-4854-462c-94dd-5f7118add335,borrower
6b883849-7ac1-42d6-a882-3ead997d77fa,borrower
e24b3864-67f8-461c-8a05-00e188dfdb1f,co-borrower
604ec314-0a4b-4cdf-ae56-88e23a6fe9ac,co-borrower
a6a97fe1-5099-4bc6-b301-614a9892bbd3,co-borrower
eabb625f-8f85-4f97-bab5-a9f8fe49b2da,borrower
0026646a-6ad5-4883-8742-33a370a8da20,co-borrower
83a9f034-8530-4833-b537-87a09a8b7827,borrower
e8725981-5898-4991-beef-65ced44c0964,borrower
2316b01d-4195-47b7-bdd9-6771f5d321d7,co-borrower
0d0b1c13-f6c2-4286-a0a4-498bb6833fcf,co-borrower
1c04cf08-9926-4508-8c65-288361046ab1,co-borrower
4c8c893d-a528-4bec-9795-8a0dc2557a1b,co-borrower
0ba68138-f8cc-45f7-9247-0fcc66dc833a,co-borrower
10cdec06-57c6-4e56-b2f0-529c5a2cd3e9,co-borrower
b5c1de33-61fb-4623-a435-761028abcc95,co-borrower
ddbda156-5187-49aa-b148-ca1283f26fb0,borrower
5c6637d9-2556-48dc-a752-102806251afa,co-borrower
195b025b-52bb-4f6c-8852-dee6f83669f9,borrower
ae53f290-8b8a-48f1-8fa0-6f31e0f0f1ab,borrower
82f069b4-65ea-4812-a312-159093c3ab55,co-borrower
5de8af36-a6d3-4ea0-9033-1167cfce5a8e,co-borrower
87fab6ed-2dfa-4067-a230-b1b3c7292082,borrower
365f39d8-9b96-45a5-8487-bc680a6da389,co-borrower
faa201f7-2a7f-4295-9133-2e18d2d82f51,borrower
81842edd-6d6f-45dd-a545-2f63d9faf768,borrower
ea76aa98-0221-4ff6-8467-ec3d25ee6037,co-borrower
3b65ba90-2631-4aed-a98b-e4153110d962,borrower
1dcb2c20-e6cb-48b0-9f4b-4a9ad444d04c,co-borrower
6c25794c-be8d-46a8-a4e2-f1cb1f6b0179,co-borrower
8bd88225-c4d7-47d3-810f-5110ed67d846,co-borrower
ce1974f8-be98-47a5-9f04-5126a2fd4cc8,borrower
2892bb24-c4b3-44aa-b30f-6876ec750ed1,co-borrower
74f0dd88-4d42-407e-84e5-9993cd247842,co-borrower
dc3df0bf-0a7a-421d-8af9-ba9def35047a,borrower
51231531-7ed5-4dc0-9c18-2106fce4bacc,co-borrower
4013f826-a457-4693-9a39-3fe1b7b57c51,borrower
3330f91a-3b13-4ccd-abc4-c15442db44fa,co-borrower
a39c055d-fb45-40c7-934a-2a7f42ff33a9,borrower
92fabfc3-e936-49cf-b79b-7157adee38d9,co-borrower
4fc65a27-ab52-44a8-9526-1a75045d5085,borrower
57a8a148-a258-43d6-98d1-028086824a1f,borrower
89e73173-f5d6-427a-bdd8-6767a19684a6,borrower
a4b62e3d-a863-4be9-ae7d-9f734063f4c4,borrower
fbe45ce8-f3b2-4cfb-a949-b4957bf50cef,borrower
ac3c84ee-8970-4e22-b1fb-dc66fbf4fab5,co-borrower
72f6d302-fa75-41b8-a468-85d7109bc3be,borrower
6f5f5e25-859d-4060-82cf-53bb662dc7d5,borrower
8f16ae39-708d-41fa-99e3-134733ea9450,borrower
d0e66888-d10b-4cf5-a819-7ca18f794ac2,borrower
8afddd9e-f90e-462d-bb7a-e392cd27a41e,borrower
4ee97c88-9b28-486d-9ba7-c9b4b0ecec77,co-borrower
ac17c04d-d173-4338-9cac-be861c274701,co-borrower
ce71eeec-34c8-463a-b79f-228a2446a620,co-borrower
6f3d5233-3701-44cb-ba9e-c5469fc287b7,co-borrower
a843593b-313a-4afa-bb2f-2802f54e1f7f,co-borrower
8a0d0970-0358-4320-b613-cfb61ea9df45,co-borrower
14bd76bc-6643-4d1d-88af-17b47b7d6e90,borrower
9afb148d-040b-4579-a541-442091a9a5a2,co-borrower
86cc49d9-7b89-4c0b-9a89-bbcb3cd32775,co-borrower
cf0df3dc-e02b-4d66-ae2c-b2391bfa63ad,co-borrower
